web-scraper-order,web-scraper-start-url,page,url,imgSrc,name,description
1621182545-370,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2021-02-01/1725636648368_d0b4f2eca0834b833cb6_96.png,Google Calendar,"See your schedule, respond to invites, and get event updates."
1621182486-177,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2019-07-08/689605101271_582b0aa94d528f76ef3f_96.png,Marlo,No more unproductive meetings.
1621182496-221,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2019-07-18/700478140103_c7f38e03c50f9eeb4970_96.png,KvasirA,"Meaning-full search, instantly"
1621182574-477,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2017-03-27/159746031889_77753ab40a2fa603bd53_96.png,InVision App,Streamline your design workflow by bringing the feedback process right into Slack.
1621182452-57,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2019-01-22/530635819106_1a9edef80a671c6f0cf0_96.jpg,Standup.ly,Standup Bot #1: Surveys & Polls via Text-Voice-Video
1621182566-454,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2019-10-02/769048640786_57bd39bf05f2bf486868_96.png,Qualtrics,Use Qualtrics to collect feedback and close the loop within Slack
1621182505-248,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-12-15/1575008619285_c217458337400dca13b5_96.png,Propsy,"Celebrate every victory. Build happier, more glued teams."
1621182468-132,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-06-16/655355727283_375429bbb70bc7df5288_96.png,Time,Simple time tracking and reporting for startups
1621182524-309,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2021-01-20/1651751927190_d531b88342014108965a_96.png,Incognito for Slack,Anonymous feedback and polls for leadership teams
1621182595-530,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2020-01-30/930499194037_edf1022e3c58514cc8fa_96.png,Eventbot Calendar,A shared team calendar built for Slack 📅
1621182552-399,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://a.slack-edge.com/80588/img/plugins/box/service_96.png,Box File Picker,"Securely store, share, and manage all your files"
1621182460-92,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2016-11-16/104603337697_8c59eb07d9723112349a_96.png,Egnyte,Share links to files managed by Egnyte into the Slack channel of your choice.
1621182468-134,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-08-06/717378492004_26153d3184bab9236838_96.png,Wulu Team Feedback,Build stronger teams with team surveys and team feedback 🚀🚀
1621182486-196,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-03-22/158881372070_b2b5a11c79c2a54d2b65_96.jpg,Sunlight,Get your Sunlight notifications directly in your Slack Team
1621182476-172,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2019-03-10/571678184641_a4b399a3b3d30153942b_96.png,Advanced Poll,Advanced polls within slack
1621182446-41,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2021-02-24/1787648920661_8dda075526c469f7e058_96.png,Clerk SMS,Send and receive SMS directly from Slack
1621182468-118,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2020-05-13/1122469112723_8ea87b5f684bf9da5a8b_96.png,Holopod,Automatically update your status & manage do not disturb
1621182468-139,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-09-24/770850143684_09f25afea834b92273fd_96.png,When To Chat,Find a time to chat!
1621182574-468,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2018-11-30/493753869479_4b703f4119efe3d7d0ff_96.png,Jira Cloud,Easily connect Jira Cloud projects to your Slack channels
1621182595-516,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2020-10-15/1431340572002_5b33ac427113b206abee_96.png,Google Drive,Get notifications about Google Drive files within Slack
1621182468-116,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2020-07-23/1272247436353_793a149f241acbdfde89_96.png,DocuSign eSignature,Send and sign documents easily within Slack
1621182531-335,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-03-21/334235045829_1d1db85d6877560365df_96.png,Bitbucket Cloud,Get updates about your Bitbucket repositories and take action in Slack
1621182595-539,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2021-01-25/1680548373876_08bcd7da61f0761d9dcd_96.png,PagerDuty,Spend less time reacting to incidents and more time developing for the future.
1621182566-431,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2020-02-04/936970574496_9ffd2f178d7d6f047e83_96.jpg,Halp,Modern IT Ticketing Help Desk
1621182580-489,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=3,https://avatars.slack-edge.com/2020-12-08/1584268146320_919292284836ca1d2c35_96.png,Bored,Fun team games in Slack for free
1621182531-325,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://avatars.slack-edge.com/2019-01-22/530635819106_1a9edef80a671c6f0cf0_96.jpg,Standup.ly,Standup Bot #1: Surveys & Polls via Text-Voice-Video
1621182515-276,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2020-03-23/1019729205189_c2c05720580a16ac7a79_96.jpg,RandomCoffee,Match coworkers for a physical or a virtual coffee!
1621182588-498,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2016-07-11/58539791104_bb5db9cc3e40aaf182ff_96.png,BirthdayBot,Keep track of office birthdays and anniversaries 😉 🍰 📅
1621182496-232,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-12-10/1564340710371_e0d7d8d8878c80b8d98d_96.png,REVV,Document Management System
1621182496-213,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2018-12-27/513413874679_e75160b03aac8b54990e_96.png,Sparkly,Match people in your Slack with similar interests to encourage new connections
1621182588-511,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2020-10-01/1425586610352_06fc4ecfc45049741867_96.png,Actagan,Build engaged and motivated teams. Effortlessly!
1621182603-544,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2019-05-30/652285939191_7831939cc30ef7159561_96.png,Opsgenie for Alert Management,Interact with your Opsgenie alerts directly from Slack
1621182588-515,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2020-09-22/1373751028310_515e6b11f0a095a58225_96.png,Stack Overflow for Teams,Integrate Slack with your Stack Overflow Team
1621182595-538,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-01-17/300655353986_53957f8929256e832140_96.png,Disco,"Celebrate values-driven work, foster team appreciation, and measure engagement around company culture."
1621182468-135,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-08-07/721785408951_c921aacea92867205282_96.png,FloQast,"Access FloQast content and functionality directly from Slack, making your month-end close even more efficient."
1621182486-191,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-03-22/1019670761959_7ccc4fb83498b57553da_96.png,CoDo,"Track, celebrate and achieve goals with your team."
1621182468-141,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-01-23/531116079763_a0ecdbebe19816bb6b02_96.png,TripActions,The travel platform that moves businesses forward.
1621182545-387,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2018-06-17/384053245894_495b0d8bc7454e59a3c8_96.png,Cisco Webex Meetings,"Start, schedule or join Webex video meetings from Slack."
1621182496-203,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-05-28/1151046513013_ae8bcda5d1ab94f550a4_96.png,Helpdesk,FAQ & Ticketing Helpdesk
1621182496-227,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-06-23/1200775944323_b13c86543bb288978f6d_96.png,Keybot by Keypup,Streamline your dev workflow with Keypup and let Keybot handle the day-to-day tasks in Slack
1621182468-114,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-06-27/677972818101_ed00a438d29635a0a8bc_96.png,Daily Fire,"Save and organise music shared in Slack, sync to Spotify, Soundcloud, Youtube & more."
1621182595-528,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2018-06-17/384053245894_495b0d8bc7454e59a3c8_96.png,Cisco Webex Meetings,"Start, schedule or join Webex video meetings from Slack."
1621182552-392,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://avatars.slack-edge.com/2020-10-15/1431340572002_5b33ac427113b206abee_96.png,Google Drive,Get notifications about Google Drive files within Slack
1621182452-66,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2016-08-04/66215376118_d2af8373ada291e57ebb_96.png,AttendanceBot,"PTOs, time tracking, and shift planning for remote teams"
1621182603-552,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2019-05-02/624551730324_93ecff21985caf96bf7d_96.png,Range,Run asynchronous team check-ins in Slack.
1621182496-216,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-06-22/386291203202_a5724cb10b71d8961e9d_96.png,Indemandly,Get notified and easily reply to inquires through Slack
1621182524-292,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2020-05-15/1127835794018_06e068eff66959d704c9_96.png,Remotion,Video chat for remote teams
1621182588-497,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2019-08-29/742984655284_3911bdd1458af62e7ba5_96.png,Salesforce,Search and view information from Salesforce in Slack.
1621182452-63,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2018-10-25/463623291296_f97ffc769c9b1fd4297f_96.png,"MailClark, email for teams","Gmail, Outlook, Facebook, Twitter — Shared Inbox in Slack"
1621182566-441,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2019-02-26/561713937874_e026905a304c5a67644a_96.png,Toast,"GitHub pull requests, code review, mentions, reminders — without noise."
1621182559-430,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://avatars.slack-edge.com/2021-04-21/1971543991271_d94eedfa4a0f0dde1ea0_96.png,Officevibe,Bring out the best in your team
1621182505-257,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-03-26/1029135366341_79bd8407939a8c2d1a6d_96.png,Snack 🍩,Spontaneous Video Chat Roulette with Icebreakers
1621182452-62,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-06-23/202176477073_b452b677c96b39e3aa2a_96.png,Statsbot,Get insights from your database right into Slack
1621182552-401,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://avatars.slack-edge.com/2019-05-15/636116561829_46b2865d45aa5e56cf5e_96.png,Slack for Outlook,Send emails into Slack to discuss them with your teammates.
1621182603-559,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-09-09/1353314830211_5d627217481ee5f99ff3_96.png,Shuffl,Meet with intention to network and collaborate with AI-powered intros.
1621182460-105,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2020-09-28/1393015991139_e5b80c94027692b97ee2_96.png,Coda,"Integrate Coda’s notifications, @-mentions, and sharing options in Slack, with Slack-native doc permissions updates for your team."
1621182531-333,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://avatars.slack-edge.com/2015-12-15/16747233735_cd6d563053f8079cd36f_96.png,Gif Keyboard,Choose and share the perfect GIF. Caption your favorites.
1621182515-266,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2021-01-31/1696128619843_3c8ca8a8fc8ad006b7a3_96.jpg,Mya Bot,Your WooCommerce companion for Slack
1621182440-16,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://avatars.slack-edge.com/2020-06-29/1197570332983_757d2ea0861f518abd22_96.png,AppFollow: Review & Updates Monitor,"Respond to reviews, monitor app ranking and ASO changes. Supports the App Store, Google Play, Amazon, Mac App Store, & Microsoft Store."
1621182552-403,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://avatars.slack-edge.com/2019-02-20/555043726000_b74e71a9404ff170e660_96.png,BlueJeans,Start a BlueJeans Meeting and easily share meeting highlights
1621182476-150,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2021-01-25/1680548373876_08bcd7da61f0761d9dcd_96.png,PagerDuty,Spend less time reacting to incidents and more time developing for the future.
1621182545-391,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2017-03-27/159746031889_77753ab40a2fa603bd53_96.png,InVision App,Streamline your design workflow by bringing the feedback process right into Slack.
1621182496-230,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2019-10-17/801330136326_1686a0dce5d5f2bd49ca_96.png,AdHelp,Get your Google Ad stats on the go!
1621182440-19,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://avatars.slack-edge.com/2016-04-04/31860934899_a94b64d631a854ebcf3c_96.png,SnippetsBot,"Simple weekly tracking and reporting on accomplishments, goals and obstacles."
1621182446-31,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2019-02-26/561713937874_e026905a304c5a67644a_96.png,Toast,"GitHub pull requests, code review, mentions, reminders — without noise."
1621182460-100,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2019-08-11/724908759143_4acdeffd0368946c51cc_96.png,Azure Repos,Monitor pull request activity in your repository
1621182531-327,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-01-22/130976277813_a8ab564623726e14ea32_96.png,Workast,Project Management for Teams on Slack
1621182603-572,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2021-02-17/1767204143364_7ef2fa3845f93620293c_96.png,ServiceNow for Slack,"Easily submit, manage, and collaborate on Incidents, IT service requests and more with the ServiceNow for Slack app."
1621182460-96,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2020-04-21/1069616724710_52d32ecfe70c3c33b443_96.png,The New York Times,Keep up with the stories shaping your world — without closing Slack.
1621182531-320,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-09-21/245295805989_06e77af1bfb8e3c81d4d_96.png,Zoom,Easily start a Zoom video meeting directly from Slack.
1621182476-162,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2020-10-20/1464842332400_ee8085bd075f281a5579_96.png,Vidyard,Create and share video updates and screen recordings within Slack
1621182515-283,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2017-07-24/217876557462_9c69b4b3cab27ef663f3_96.png,All Elements,"Manage 1-to-1 meetings, goals and objectives, give kudos, and recognize team members for exhibiting core values."
1621182446-30,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2020-06-09/1168092073062_545d6a1ab85563c7bb54_96.png,Reclaim,Your virtual calendar assistant
1621182452-64,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2019-11-25/848832123680_64c47103e3082b32c4fe_96.png,AWS Chatbot,ChatOps for AWS
1621182476-171,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2020-06-11/1178639934917_ed73b76d5775ffe73eb4_96.png,VoiceText,Send & receive transcribed voice messages directly in Slack
1621182603-553,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2019-04-05/587949154482_23f53d248fd4432bb012_96.png,Dash,The missing motivator for Slack
1621182496-204,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-10-26/1467842456945_694ab9db909d927d6609_96.jpg,Inbox by Base,"Don't hack together a solution to keep track of Slack messages ever again. Never lose track, with Inbox by Base. Slack->Base in just 1 click"
1621182538-343,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Next,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=2,https://avatars.slack-edge.com/2019-05-15/636116561829_46b2865d45aa5e56cf5e_96.png,Slack for Outlook,Send emails into Slack to discuss them with your teammates.
1621182476-151,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2017-01-18/128632556993_b77c96b4e99b09ff2406_96.png,Reacji Channeler,Send messages from one channel to another using emoji
1621182460-86,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2020-09-14/1375649346721_9da32a8116d714388812_96.png,Quip,"Add collaborative documents, spreadsheets, and checklists to Slack."
1621182545-374,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2019-01-22/530635819106_1a9edef80a671c6f0cf0_96.jpg,Standup.ly,Standup Bot #1: Surveys & Polls via Text-Voice-Video
1621182452-70,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2017-10-04/250544709616_c5192bdc4c4ea3455bd1_96.jpg,TimeBot,"Time off requests. Vacation, WFH & sick leave tracking in Slack! 📅🏠✈️🌴"
1621182538-353,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Next,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=2,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-11-17/275277885303_fff75c7fff7c15edcb2f_96.png,1Password,Invite your team to 1Password and get account activity alerts
1621182552-402,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://avatars.slack-edge.com/2020-02-04/936970574496_9ffd2f178d7d6f047e83_96.jpg,Halp,Modern IT Ticketing Help Desk
1621182446-37,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2020-10-02/1428282573568_53db20014818142b9e78_96.png,PTO ⚡ by Roots,Manage Time Off Directly in Slack!
1621182440-3,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://avatars.slack-edge.com/2020-10-26/1466083688641_05afc842ead4d799a4fc_96.png,Polly,"Instant engagement through polls, surveys, standups and trivia 📊"
1621182476-158,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2019-11-24/834747185794_87279dc5934d0c37e96e_96.png,Karma,"Free peer recognition and engagement system: praise, automated rewards, surveys, watercooler chats and reports"
1621182588-508,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2018-05-26/371914683703_fe1461e70bb71980db04_96.png,Veryfi Receipts & Expenses,"Snap Receipts, Generate Expense Reports. Sync to QuickBooks, Xero and Sage."
1621182505-246,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-02-17/944648889891_86d935fa0126000ea111_96.png,Corpay One,Corpay One is the leading bill pay solution for small-and-medium-sized businesses. Automate your accounts payable tasks with Slack.
1621182545-377,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2020-03-31/1037355424996_31b25e6141973a9d613b_96.jpg,IFTTT,Automated connections between web services.
1621182595-541,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2016-01-28/19678711796_7a9016ece42d7338132c_96.png,Open Agora Polls,"Poll, vote and decide in Slack channels"
1621182610-598,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2016-01-28/19678711796_7a9016ece42d7338132c_96.png,Open Agora Polls,"Poll, vote and decide in Slack channels"
1621182468-140,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2018-03-08/327676575830_f6e7e76f8102bc937844_96.png,Textline,SMS for business
1621182486-182,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2019-04-11/606042365285_852951b97cd9287b9c2a_96.png,Dooly,The real-time playbook for closers.
1621182559-413,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://avatars.slack-edge.com/2019-04-15/608395662292_64108f1a3c1056b0d3c7_96.png,Dropbox,Connect Dropbox to your Slack workspace to easily share content and conversations between both platforms.
