web-scraper-order,url,name,imgSrc,ratecount,description,pricTag
1619774304-4617,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,Pre?order Now ? PreOrder,https://cdn.shopify.com/app-store/listing_images/9ddcd09d5748d59dd30ad51a5a743946/icon/CLqOndr0lu8CEAE=.png?height=72&width=72,611,"Sell Pre-order, Out-of-Stock, Sold Out & Coming Soon Products",Free plan available
1619774321-4770,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,TinyIMG SEO & Image Optimizer,https://cdn.shopify.com/app-store/listing_images/9e850173749ed1fed1175c97237dc3cb/icon/CJ3R39/0lu8CEAE=.jpg?height=72&quality=90&width=72,730,"SEO image & site speed optimizer. ALT, PNG to JPG, JSON LD.",Free plan available
1619774309-4673,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Instagram Feed + Stories,https://cdn.shopify.com/app-store/listing_images/66b5bf2f2fdc7e07563c1b2874d987d6/icon/CIy8hNT0lu8CEAE=.png?height=72&width=72,339,Instafeed Gallery with Instagram Stories  (1-Click Setup),Free to install
1619774301-4598,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=9&pricing=all&requirements=off&sort_by=relevance,Smart Product Filter & Search,https://cdn.shopify.com/app-store/listing_images/f44b43e81ef89598c0de05c8ea6dcf80/icon/CIe83cL0lu8CEAE=.png?height=72&width=72,420,"Product filter, collection filter, product search, search bar",21-day free trial
1619774312-4690,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Seal Subscriptions,https://cdn.shopify.com/app-store/listing_images/2238eba39a98da1ae85cfb8a609b4cbe/icon/CI/H+7b0lu8CEAE=.png?height=72&width=72,211,Scale your business with subscriptions,Free plan available
1619774321-4755,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,Sales Notification | Sales Pop,https://cdn.shopify.com/app-store/listing_images/4c58eca6a3e208fe6f5d1b495d26295b/icon/CObC+Kf0lu8CEAE=.png?height=72&width=72,1381,"Boost Sales with Sales Notification, Cart Notification & more",Free plan available
1619774298-4565,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Reputon Customer Reviews App,https://cdn.shopify.com/app-store/listing_images/62a1c5740288be138ec5af5753eb8392/icon/CJ7T19/0lu8CEAE=.png?height=72&width=72,520,"Facebook, Trustpilot, Yelp, Google reviews & feedback by email",Free plan available
1619774321-4765,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,Auto Currency Switcher,https://cdn.shopify.com/app-store/listing_images/9ff83e6c203eb21c15fa9ec651290378/icon/CNGAu8f0lu8CEAE=.png?height=72&width=72,5042,Best Currency Converter to checkout in multi currency,Free plan available
1619774309-4678,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,"Facebook, Google Shopping Feed",https://cdn.shopify.com/app-store/listing_images/e34702b02cbf7e9ce100c4e733fc4a17/icon/CN+Iksn0lu8CEAE=.png?height=72&width=72,133,"Optimize, sync product feed to Google Shopping & Facebook Shop",Free
1619773984-2075,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=114&pricing=all&requirements=off&sort_by=relevance,Sumo: Boost Conversion & Sales,https://cdn.shopify.com/app-store/listing_images/e81a1d6ae2c35f071194187ac9362587/icon/CLrqwcP0lu8CEAE=.jpg?height=72&quality=90&width=72,216,"FREE tools to grow email lists, increase conversions and sales",Free plan available
1619774312-4699,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Countdown Timer Bar,https://cdn.shopify.com/app-store/listing_images/904be13e4bba460880341eba1a5579e1/icon/CJSUkLH0lu8CEAE=.png?height=72&width=72,736,"Boost sales with urgency, and nudge customers to Buy Now",Free plan available
1619774221-3964,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=35&pricing=all&requirements=off&sort_by=relevance,AiTrillion Marketing Automated,https://cdn.shopify.com/app-store/listing_images/62474d0965dde71985e43583e390a6fd/icon/CLf+gbP0lu8CEAE=.png?height=72&width=72,232,11+Apps- Email Marketing + Loyalty Program + Review + Web Push,Free to install
1619774215-3918,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=37&pricing=all&requirements=off&sort_by=relevance,Digital Ads & Store Analytics,https://cdn.shopify.com/app-store/listing_images/2a502fc113585370b5cd518b9af902a1/icon/CNT//qv0lu8CEAE=.jpg?height=72&quality=90&width=72,207,Smart advertising on Google & Facebook based on store data,14-day free trial
1619774206-3862,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=40&pricing=all&requirements=off&sort_by=relevance,Happy Birthday Email Discounts,https://cdn.shopify.com/app-store/listing_images/150d5aef8ba4d91b3cf694ced5530e5d/icon/CLvm0830lu8CEAE=.png?height=72&width=72,126,Build customer loyalty with an automated Birthday Club,30-day free trial
1619774294-4560,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Walmart Integration,https://cdn.shopify.com/app-store/listing_images/5eabff626f2420c086bbba243b69d22a/icon/CLvwubz0lu8CEAE=.png?height=72&width=72,344,An all-in-one solution to simplify your way to sell on Walmart,Free to install
1619774318-4743,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Smart SEO,https://cdn.shopify.com/app-store/listing_images/8f4a21f1020c0448bf74213052d39b70/icon/CM/VprP0lu8CEAE=.png?height=72&width=72,705,SEO optimization and JSON-LD done in a way Google will love!,Free plan available
1619773861-1092,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=155&pricing=all&requirements=off&sort_by=relevance,"Pop?Ups, emails, leads coupons",https://cdn.shopify.com/app-store/listing_images/d835fa8478887601668bd970b6194e31/icon/CMStmL70lu8CEAE=.png?height=72&width=72,193,The BEST way Collect Emails & Capture Leads With Email Pop-ups,14-day free trial
1619774279-4433,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=16&pricing=all&requirements=off&sort_by=relevance,Size Matters,https://cdn.shopify.com/app-store/listing_images/99f957ae84a33febc2551c402c238368/icon/CPyA0sj0lu8CEAE=.png?height=72&width=72,539,Hassle-free Size Charts,Free
1619774002-2216,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=108&pricing=all&requirements=off&sort_by=relevance,SEO Assistant by Buymaxx,https://cdn.shopify.com/app-store/listing_images/892527f4af448e3a3011052f28ec65d7/icon/CMnpjbf0lu8CEAE=.png?height=72&width=72,230,Automate SEO and improve site's ranking by the powerful app!,Free plan available
1619774318-4750,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Facebook & Instagram AutoPostr,https://cdn.shopify.com/app-store/listing_images/d0952c5f8e6b6a2f82d633ddfe80e84d/icon/CObKqcr0lu8CEAE=.png?height=72&width=72,561,Post Studio - Auto post your product to Twitter & social media,Free
1619774255-4231,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=24&pricing=all&requirements=off&sort_by=relevance,Ultimate Sticky Add to Cart,https://cdn.shopify.com/app-store/listing_images/dfc61b713b35d929c2a549e58e540167/icon/CP3tpILX5O8CEAE=.png?height=72&width=72,135,Fast checkout with sticky add to cart.,7-day free trial
1619774212-3891,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=38&pricing=all&requirements=off&sort_by=relevance,Postcode Shipping,https://cdn.shopify.com/app-store/listing_images/fe4d4741c527a2d8a8b0b2edf68b0409/icon/CMLGl870lu8CEAE=.jpg?height=72&quality=90&width=72,111,Use postcodes to setup your shipping rates,7-day free trial
1619774261-4291,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=22&pricing=all&requirements=off&sort_by=relevance,AOP+ Easy Print on Demand,https://cdn.shopify.com/app-store/listing_images/33eff048e33ebd24f58f2873300cb0b7/icon/CK+su8T0lu8CEAE=.png?height=72&width=72,131,Organic Print on Demand Fulfilment & Worldwide Dropshipping,Free to install
1619774264-4305,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=21&pricing=all&requirements=off&sort_by=relevance,Email Marketing by CM Commerce,https://cdn.shopify.com/app-store/listing_images/05d3dad30666912ea0d52df60e35de42/icon/CKq/tMP0lu8CEAE=.png?height=72&width=72,1039,"Email Marketing Automation, Abandoned Cart, Reviews & Popups",Free to install
1619774285-4468,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,Geolocation,https://cdn.shopify.com/app-store/listing_images/eab6d2b98a02140e9655960f787ceb07/icon/CLjXkbP0lu8CEAE=.png?height=72&width=72,119,Boost global sales with country and language recommendations.,Free
1619774239-4108,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=29&pricing=all&requirements=off&sort_by=relevance,Magic Zoom Plus,https://cdn.shopify.com/app-store/listing_images/89130c96aa94552695a3afdf6fcb1e45/icon/CKz96sP0lu8CEAE=.png?height=72&width=72,171,"Beautiful image zoom, videos and 360 spin for your products",$69 one-time charge
1619774309-4667,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,One Click Upsell ? Zipify OCU,https://cdn.shopify.com/app-store/listing_images/aabc0942fb57526ee1fe892775edab52/icon/CPrvkNr0lu8CEAE=.png?height=72&width=72,105,Build Upsells & Cross Sells - Pre & Post Purchase Funnels :-),30-day free trial
1619773957-1856,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=123&pricing=all&requirements=off&sort_by=relevance,Fablet,https://cdn.shopify.com/app-store/listing_images/b58d038779ed3f4e8f3274e4bd57489a/icon/CIuOiNP0lu8CEAE=.png?height=72&width=72,394,Instant mobile storefront,Free plan available
1619774298-4572,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Variant Image Automator,https://cdn.shopify.com/app-store/listing_images/4001363d6af25ac80753053c650d1117/icon/CJX93Ln0lu8CEAE=.png?height=72&width=72,326,Show Multiple Variant Images of the Selected Variants Options,Free plan available
1619774267-4324,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Instagram Feed + Photo Gallery,https://cdn.shopify.com/app-store/listing_images/80e1aff677391964e07960f31ce09461/icon/CNTNoa30lu8CEAE=.png?height=72&width=72,354,Instagram Shop + Lookbook + Photo Gallery + Instafeed + Slider,Free plan available
1619774111-3097,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=71&pricing=all&requirements=off&sort_by=relevance,Estimated Shipping Cost,https://cdn.shopify.com/app-store/listing_images/e8e61cf93005774a71f89560fb1b03be/icon/COC+gb70lu8CEAE=.png?height=72&width=72,169,Show delivery cost by users ip and your store shipping rates,5-day free trial
1619773987-2089,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=113&pricing=all&requirements=off&sort_by=relevance,BlogFeeder ? Blog Importer,https://cdn.shopify.com/app-store/listing_images/0c9f9d8e235cf66a0ddac09bb52717d9/icon/CMGfh8f0lu8CEAE=.png?height=72&width=72,411,Your store & blog on the same site = better conversions & SEO!,$9.99/month
1619774221-3966,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=35&pricing=all&requirements=off&sort_by=relevance,Fire AMP,https://cdn.shopify.com/app-store/listing_images/7c6742f845a34afe657bd051b0dd037a/icon/CI281Mz0lu8CEAE=.jpg?height=72&quality=90&width=72,163,Google AMP: Accelerate Mobile Page Speed Google Search Ranking,15-day free trial
1619774273-4390,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=18&pricing=all&requirements=off&sort_by=relevance,Multi Vendor Marketplace,https://cdn.shopify.com/app-store/listing_images/c4d7f813edaf50c4992cbc55417197be/icon/CI6Nsrj0lu8CEAE=.png?height=72&width=72,425,Convert your ECommerce Store to a Fully Fledged Marketplace,15-day free trial
1619774173-3591,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=51&pricing=all&requirements=off&sort_by=relevance,Wanelo,https://cdn.shopify.com/app-store/listing_images/dfa55da6d6d34532879d7ac598377529/icon/CNHnlsj0lu8CEAE=.png?height=72&width=72,198,List and sell your products to millions of active shoppers,Free to install
1619774312-4684,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Zoorix ? Upsell & Cross Sell,https://cdn.shopify.com/app-store/listing_images/878ee40e7b3300a1eea9cbb74df480fb/icon/CO6E69j0lu8CEAE=.png?height=72&width=72,256,"Frequently Bought Together, Volume Discount Bundle Cart Upsell",Free plan available
1619774309-4672,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Report Pundit,https://cdn.shopify.com/app-store/listing_images/e7fb8d7846c3a07de88275837088b3d2/icon/CKKambf0lu8CEAE=.png?height=72&width=72,463,"Reports - Order, Sales, Inventory, Customer & Tax. Affordable.",14-day free trial
1619774270-4354,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=19&pricing=all&requirements=off&sort_by=relevance,Trackify X  Facebook Pixel,https://cdn.shopify.com/app-store/listing_images/3df01b35b86d0c78f72eb9adf1f476f1/icon/CL3D36X0lu8CEAE=.png?height=72&width=72,230,"Multiple Pixels, Catalog Feeds, Audience Builder, Analytics",7-day free trial
1619774318-4731,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,"ONE+ Sales Pop Ups, SMS, Email",https://cdn.shopify.com/app-store/listing_images/5bdeb0a5ba2b3641097f008a67cc23eb/icon/CMON99/0lu8CEAE=.png?height=72&width=72,480,"SMS Text, Newsletters, Abandoned Cart Recovery, Email+Pop Ups",Free plan available
1619774261-4281,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=22&pricing=all&requirements=off&sort_by=relevance,GDPR Cookie Compiler,https://cdn.shopify.com/app-store/listing_images/77671a77b996d1fc2627035cf340f306/icon/CLCegeD0lu8CEAE=.png?height=72&width=72,316,Get GDPR Cookie Compliance Easier,Free
1619774270-4358,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=19&pricing=all&requirements=off&sort_by=relevance,EasySlide Accordion tabs & FAQ,https://cdn.shopify.com/app-store/listing_images/462a4c23e2e7c098dbcf43550f93d9d0/icon/CPa/v7P0lu8CEAE=.png?height=72&width=72,216,Accordion tabs for your Product Description or FAQ page,7-day free trial
1619774279-4427,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=16&pricing=all&requirements=off&sort_by=relevance,Outfy ? Automate Social Media,https://cdn.shopify.com/app-store/listing_images/60eb9adf26f700d6d431490dca61758e/icon/CJKHkcP0lu8CEAE=.png?height=72&width=72,1094,"Automated social media posts - VIDEO, COLLAGE, GIF. Sell More!",Free plan available
1619774063-2722,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=87&pricing=all&requirements=off&sort_by=relevance,POWR Instagram Feed,https://cdn.shopify.com/app-store/listing_images/6cbd587a5c875a9b321d09386a6815aa/icon/CP6auqn0lu8CEAE=.jpg?height=72&quality=90&width=72,228,Gallery for Insta & Facebook Feed | Shoppable Instagram Feed,Free plan available
1619774179-3625,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=49&pricing=all&requirements=off&sort_by=relevance,Upsell for Products 2.0,https://cdn.shopify.com/app-store/listing_images/b5d7af034443b9d9cd751c05a22de54c/icon/CJzozbj0lu8CEAE=.jpg?height=72&quality=90&width=72,107,Popup Upsell. In Cart Upsell & Cross Sell. One Click Upsell,Free plan available
1619774306-4653,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,ShopSync,https://cdn.shopify.com/app-store/listing_images/5a5385cf8a756c3fc55c4fb80706f9f6/icon/CJ3kqL/0lu8CEAE=.png?height=72&width=72,399,Connect your store with Mailchimp,Free
1619774154-3445,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=57&pricing=all&requirements=off&sort_by=relevance,Full Page Zoom,https://cdn.shopify.com/app-store/listing_images/b6250a2a361f8d524e55a9a8addd47c5/icon/CLrNm8f0lu8CEAE=.png?height=72&width=72,143,High quality zoom for high quality images,30-day free trial
1619774135-3291,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=63&pricing=all&requirements=off&sort_by=relevance,Pixelpop Popups & Banners,https://cdn.shopify.com/app-store/listing_images/ea2f3f77c72047d67dc1f08378c3cd5e/icon/COCDqrL0lu8CEAE=.png?height=72&width=72,272,"Engage customers w/ popups (exit-intent, promo, email & more).",Free plan available
1619774309-4661,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Product Labels & Badges by BSS,https://cdn.shopify.com/app-store/listing_images/8ff87511bcdffd3dfc280f3600a78695/icon/CMKaqrT0lu8CEAE=.png?height=72&width=72,160,"FREE Product BADGEs & LABELs: hot, out of stock, new, sale...",Free plan available
1619774108-3094,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=72&pricing=all&requirements=off&sort_by=relevance,Signifyd ? Fraud Protection,https://cdn.shopify.com/app-store/listing_images/adb1d4e7a8537b18730ab69339a13ad4/icon/CLX1+6b0lu8CEAE=.png?height=72&width=72,152,Maximize Revenue by Preventing Fraud Orders & Customer Abuse,14-day free trial
1619774285-4488,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,Product Options Variant Option,https://cdn.shopify.com/app-store/listing_images/aacb64542ed04862670819122749fd82/icon/CO3ggb70lu8CEAE=.png?height=72&width=72,119,"Infinite Options, Pricing Custom Product Builder, Color Swatch",Free plan available
1619774318-4742,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Unlimited Bundles & Discounts,https://cdn.shopify.com/app-store/listing_images/f401504ede69023ced1a51c93ad57152/icon/COaV/rL0lu8CEAE=.png?height=72&width=72,1164,Bundle products together with discounts to boost your sales!,Free plan available
1619774200-3798,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=42&pricing=all&requirements=off&sort_by=relevance,Better Shipping,https://cdn.shopify.com/app-store/listing_images/f10db9da363de65e2a04a48e2ff477b9/icon/CI62vrj0lu8CEAE=.png?height=72&width=72,133,Take control of your shipping rates,7-day free trial
1619774270-4360,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=19&pricing=all&requirements=off&sort_by=relevance,Currency Converter Ultimate,https://cdn.shopify.com/app-store/listing_images/25e67488f09ec5ddbccd4b1b4b62b200/icon/CNu38Kf0lu8CEAE=.png?height=72&width=72,176,Multi currency checkout + geolocation based currency converter,Free plan available
1619774264-4299,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=21&pricing=all&requirements=off&sort_by=relevance,NoFraud Fraud Protection,https://cdn.shopify.com/app-store/listing_images/69121ffde1650224b9c34762331a678e/icon/CLf6ss30lu8CEAE=.jpg?height=72&quality=90&width=72,118,"Prevent Fraud Chargebacks, Accept More Orders",Free to install
1619774255-4246,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=24&pricing=all&requirements=off&sort_by=relevance,Dripshipper: US Dropshipping,https://cdn.shopify.com/app-store/listing_images/4d0c89e6590f4e3ba67f4ff6a66ac3a9/icon/CIKflsj0lu8CEAE=.jpg?height=72&quality=90&width=72,175,Sell coffee with your logo on it! We dropship! USA Dropshipper,14-day free trial
1619774324-4799,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,Sales Pop up ? Conversion Pro,https://cdn.shopify.com/app-store/listing_images/b40b566cff7cff84be1b458d929b1642/icon/CLrMj730lu8CEAE=.png?height=72&width=72,3083,"Social Proof, Sales Popup urgency, Stock Countdown Timer, FOMO",Free
1619774315-4719,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Buy Me ? Buy Button,https://cdn.shopify.com/app-store/listing_images/ea2837b68d2443956c3414bb8d0d6592/icon/CJrWz870lu8CEAE=.png?height=72&width=72,806,Boost sales & conversion with ADD TO CART & QUICK BUY Buttons!,Free plan available
1619774209-3866,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=39&pricing=all&requirements=off&sort_by=relevance,Facebook Chat 2.0,https://cdn.shopify.com/app-store/listing_images/f83699e125ac913c98279b8d5b392fcd/icon/CMqy2cj0lu8CEAE=.png?height=72&width=72,187,Turn your visitors into your customers with Facebook Messenger,Free
1619774034-2480,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=97&pricing=all&requirements=off&sort_by=relevance,Coming Soon,https://cdn.shopify.com/app-store/listing_images/026c1ff7b18a029a81111599dee7c153/icon/CKD80cP0lu8CEAE=.jpg?height=72&quality=90&width=72,113,THE Original. Store website ‘Under Construction’ landing page.,3-day free trial
1619774301-4589,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=9&pricing=all&requirements=off&sort_by=relevance,Multichannel Importer,https://cdn.shopify.com/app-store/listing_images/5b1d8296277176f72fcfbdb371c4a6e8/icon/CJ2umLP0lu8CEAE=.png?height=72&width=72,443,"Etsy Importer, eBay Importer Amazon Importer FBA, file import",Free plan available
1619774102-3041,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=74&pricing=all&requirements=off&sort_by=relevance,POWR Product + Size Chart Tabs,https://cdn.shopify.com/app-store/listing_images/e9bd3f75e0061dff16a07369d9464b3e/icon/CMb2rNr0lu8CEAE=.jpg?height=72&quality=90&width=72,100,"Easy tabs for product description, size chart & product page.",Free plan available
1619774279-4432,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=16&pricing=all&requirements=off&sort_by=relevance,Advanced Shipping Rules,https://cdn.shopify.com/app-store/listing_images/1db2e5576ce75de8b6f398fd04fe123e/icon/CIuTrbz0lu8CEAE=.png?height=72&width=72,363,Finely tune your shipping rates,7-day free trial
1619774306-4637,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,SmartrMail Email Marketing,https://cdn.shopify.com/app-store/listing_images/812db834a7592c4a40768cf6bbeddefc/icon/CMmKxdj0lu8CEAE=.png?height=72&width=72,374,Smarter newsletters & automations. Mailchimp alternative.,Free plan available
1619774285-4466,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,Back in Stock Product Alerts,https://cdn.shopify.com/app-store/listing_images/9905a4c8f22cb4a3b0c32af55a58ec21/icon/CMvj5qv0lu8CEAE=.png?height=72&width=72,508,"Back in stock, out of stock, pre order & restock alerts",Free plan available
1619774304-4615,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,Instant Search & Smart Filters,https://cdn.shopify.com/app-store/listing_images/d19d722c35711ba56241cdaf7e68631c/icon/CPW4lMj0lu8CEAE=.png?height=72&width=72,398,Instant search bar & Product filter. Matches every design.,Free plan available
1619774279-4435,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=16&pricing=all&requirements=off&sort_by=relevance,Sendcloud ? Shipping & Returns,https://cdn.shopify.com/app-store/listing_images/f95decc02ff88f37bd12774e8112ec4c/icon/CL+HyM30lu8CEAE=.png?height=72&width=72,164,Grow Faster With All-In-One Shipping Platform For E-commerce.,Free plan available
1619774285-4476,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,Multi Announcement Bar,https://cdn.shopify.com/app-store/listing_images/b0dd7bc60bc7f254faf141d9b02d7472/icon/CO3esdn0lu8CEAE=.png?height=72&width=72,131,"Free Shipping Bar, Promotion Bar, Countdown bar, Banner slider",Free plan available
1619774267-4342,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,DataFeedWatch Shopping Feed,https://cdn.shopify.com/app-store/listing_images/495e9c999be6148abfb400d7d302097f/icon/CNzEmrP0lu8CEAE=.png?height=72&width=72,158,"Optimize feeds for Google Shopping, Facebook, Instagram & more",15-day free trial
1619774318-4740,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Fontify ? Use any font,https://cdn.shopify.com/app-store/listing_images/882f68aac7edf55a4ba456d5aae6e978/icon/CODpur30lu8CEAE=.png?height=72&width=72,424,Changing the font for your store has never been easier.,Free to install
1619773861-1083,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=155&pricing=all&requirements=off&sort_by=relevance,Transportr,https://cdn.shopify.com/app-store/listing_images/766442d677c32f520e42c31d9f13941c/icon/CL2lu8f0lu8CEAE=.png?height=72&width=72,170,Bulk 301 redirects and 404 tracking made easy,3-day free trial
1619774267-4329,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Easy Watermarks,https://cdn.shopify.com/app-store/listing_images/843343154ec8e9956d069188f978a7d5/icon/CJG1lc70lu8CEAE=.png?height=72&width=72,272,"Easily add stickers, logos and texts on your product photos",Free plan available
1619773750-223,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=191&pricing=all&requirements=off&sort_by=relevance,Exit Offers,https://cdn.shopify.com/app-store/listing_images/1bef26f7ffab6a063c161b92c3433a0c/icon/CPDU/rv0lu8CEAE=.jpg?height=72&quality=90&width=72,259,Make money off of every abandoning customer,14-day free trial
1619774242-4132,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=28&pricing=all&requirements=off&sort_by=relevance,Sellbrite,https://cdn.shopify.com/app-store/listing_images/aa9192da3a483de1d932ddb5a076fc4c/icon/CJeD2c30lu8CEAE=.png?height=72&width=72,148,"The easiest way to sell on Amazon, eBay, Etsy, Walmart & more",Free plan available
